GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1500000US245100101001,245100101001,"Block Group 1, Census Tract 101, Baltimore city, Maryland",1135
1500000US245100101002,245100101002,"Block Group 2, Census Tract 101, Baltimore city, Maryland",967
1500000US245100101003,245100101003,"Block Group 3, Census Tract 101, Baltimore city, Maryland",920
1500000US245100102001,245100102001,"Block Group 1, Census Tract 102, Baltimore city, Maryland",825
1500000US245100102002,245100102002,"Block Group 2, Census Tract 102, Baltimore city, Maryland",578
1500000US245100102003,245100102003,"Block Group 3, Census Tract 102, Baltimore city, Maryland",942
1500000US245100102004,245100102004,"Block Group 4, Census Tract 102, Baltimore city, Maryland",664
1500000US245100103001,245100103001,"Block Group 1, Census Tract 103, Baltimore city, Maryland",938
1500000US245100103002,245100103002,"Block Group 2, Census Tract 103, Baltimore city, Maryland",1270
1500000US245100104001,245100104001,"Block Group 1, Census Tract 104, Baltimore city, Maryland",910
1500000US245100104002,245100104002,"Block Group 2, Census Tract 104, Baltimore city, Maryland",1960
1500000US245100105001,245100105001,"Block Group 1, Census Tract 105, Baltimore city, Maryland",846
1500000US245100105002,245100105002,"Block Group 2, Census Tract 105, Baltimore city, Maryland",878
1500000US245100201001,245100201001,"Block Group 1, Census Tract 201, Baltimore city, Maryland",726
1500000US245100201002,245100201002,"Block Group 2, Census Tract 201, Baltimore city, Maryland",1158
1500000US245100202001,245100202001,"Block Group 1, Census Tract 202, Baltimore city, Maryland",902
1500000US245100202002,245100202002,"Block Group 2, Census Tract 202, Baltimore city, Maryland",1185
1500000US245100203001,245100203001,"Block Group 1, Census Tract 203, Baltimore city, Maryland",1141
1500000US245100203002,245100203002,"Block Group 2, Census Tract 203, Baltimore city, Maryland",1040
1500000US245100203003,245100203003,"Block Group 3, Census Tract 203, Baltimore city, Maryland",1163
1500000US245100301001,245100301001,"Block Group 1, Census Tract 301, Baltimore city, Maryland",2194
1500000US245100301002,245100301002,"Block Group 2, Census Tract 301, Baltimore city, Maryland",871
1500000US245100302001,245100302001,"Block Group 1, Census Tract 302, Baltimore city, Maryland",1222
1500000US245100302002,245100302002,"Block Group 2, Census Tract 302, Baltimore city, Maryland",1120
1500000US245100401001,245100401001,"Block Group 1, Census Tract 401, Baltimore city, Maryland",1691
1500000US245100401002,245100401002,"Block Group 2, Census Tract 401, Baltimore city, Maryland",2315
1500000US245100402001,245100402001,"Block Group 1, Census Tract 402, Baltimore city, Maryland",838
1500000US245100601001,245100601001,"Block Group 1, Census Tract 601, Baltimore city, Maryland",725
1500000US245100601002,245100601002,"Block Group 2, Census Tract 601, Baltimore city, Maryland",1128
1500000US245100601003,245100601003,"Block Group 3, Census Tract 601, Baltimore city, Maryland",703
1500000US245100601004,245100601004,"Block Group 4, Census Tract 601, Baltimore city, Maryland",666
1500000US245100602001,245100602001,"Block Group 1, Census Tract 602, Baltimore city, Maryland",535
1500000US245100602002,245100602002,"Block Group 2, Census Tract 602, Baltimore city, Maryland",541
1500000US245100602003,245100602003,"Block Group 3, Census Tract 602, Baltimore city, Maryland",718
1500000US245100602004,245100602004,"Block Group 4, Census Tract 602, Baltimore city, Maryland",830
1500000US245100602005,245100602005,"Block Group 5, Census Tract 602, Baltimore city, Maryland",641
1500000US245100603001,245100603001,"Block Group 1, Census Tract 603, Baltimore city, Maryland",697
1500000US245100603002,245100603002,"Block Group 2, Census Tract 603, Baltimore city, Maryland",1103
1500000US245100604001,245100604001,"Block Group 1, Census Tract 604, Baltimore city, Maryland",496
1500000US245100604002,245100604002,"Block Group 2, Census Tract 604, Baltimore city, Maryland",687
1500000US245100701001,245100701001,"Block Group 1, Census Tract 701, Baltimore city, Maryland",1192
1500000US245100701002,245100701002,"Block Group 2, Census Tract 701, Baltimore city, Maryland",1765
1500000US245100702001,245100702001,"Block Group 1, Census Tract 702, Baltimore city, Maryland",576
1500000US245100702002,245100702002,"Block Group 2, Census Tract 702, Baltimore city, Maryland",991
1500000US245100702003,245100702003,"Block Group 3, Census Tract 702, Baltimore city, Maryland",940
1500000US245100702004,245100702004,"Block Group 4, Census Tract 702, Baltimore city, Maryland",560
1500000US245100702005,245100702005,"Block Group 5, Census Tract 702, Baltimore city, Maryland",715
1500000US245100703001,245100703001,"Block Group 1, Census Tract 703, Baltimore city, Maryland",610
1500000US245100703002,245100703002,"Block Group 2, Census Tract 703, Baltimore city, Maryland",432
1500000US245100704001,245100704001,"Block Group 1, Census Tract 704, Baltimore city, Maryland",169
1500000US245100704002,245100704002,"Block Group 2, Census Tract 704, Baltimore city, Maryland",252
1500000US245100704003,245100704003,"Block Group 3, Census Tract 704, Baltimore city, Maryland",820
1500000US245100801011,245100801011,"Block Group 1, Census Tract 801.01, Baltimore city, Maryland",707
1500000US245100801012,245100801012,"Block Group 2, Census Tract 801.01, Baltimore city, Maryland",878
1500000US245100801013,245100801013,"Block Group 3, Census Tract 801.01, Baltimore city, Maryland",1288
1500000US245100801014,245100801014,"Block Group 4, Census Tract 801.01, Baltimore city, Maryland",1008
1500000US245100801021,245100801021,"Block Group 1, Census Tract 801.02, Baltimore city, Maryland",928
1500000US245100801022,245100801022,"Block Group 2, Census Tract 801.02, Baltimore city, Maryland",1580
1500000US245100802001,245100802001,"Block Group 1, Census Tract 802, Baltimore city, Maryland",425
1500000US245100802002,245100802002,"Block Group 2, Census Tract 802, Baltimore city, Maryland",594
1500000US245100802003,245100802003,"Block Group 3, Census Tract 802, Baltimore city, Maryland",566
1500000US245100803011,245100803011,"Block Group 1, Census Tract 803.01, Baltimore city, Maryland",447
1500000US245100803012,245100803012,"Block Group 2, Census Tract 803.01, Baltimore city, Maryland",941
1500000US245100803013,245100803013,"Block Group 3, Census Tract 803.01, Baltimore city, Maryland",696
1500000US245100803021,245100803021,"Block Group 1, Census Tract 803.02, Baltimore city, Maryland",466
1500000US245100803022,245100803022,"Block Group 2, Census Tract 803.02, Baltimore city, Maryland",612
1500000US245100803023,245100803023,"Block Group 3, Census Tract 803.02, Baltimore city, Maryland",865
1500000US245100803024,245100803024,"Block Group 4, Census Tract 803.02, Baltimore city, Maryland",994
1500000US245100804001,245100804001,"Block Group 1, Census Tract 804, Baltimore city, Maryland",754
1500000US245100804002,245100804002,"Block Group 2, Census Tract 804, Baltimore city, Maryland",810
1500000US245100805001,245100805001,"Block Group 1, Census Tract 805, Baltimore city, Maryland",543
1500000US245100805002,245100805002,"Block Group 2, Census Tract 805, Baltimore city, Maryland",675
1500000US245100805003,245100805003,"Block Group 3, Census Tract 805, Baltimore city, Maryland",486
1500000US245100806001,245100806001,"Block Group 1, Census Tract 806, Baltimore city, Maryland",695
1500000US245100806002,245100806002,"Block Group 2, Census Tract 806, Baltimore city, Maryland",531
1500000US245100806003,245100806003,"Block Group 3, Census Tract 806, Baltimore city, Maryland",452
1500000US245100806004,245100806004,"Block Group 4, Census Tract 806, Baltimore city, Maryland",791
1500000US245100807001,245100807001,"Block Group 1, Census Tract 807, Baltimore city, Maryland",577
1500000US245100807002,245100807002,"Block Group 2, Census Tract 807, Baltimore city, Maryland",560
1500000US245100808001,245100808001,"Block Group 1, Census Tract 808, Baltimore city, Maryland",305
1500000US245100808002,245100808002,"Block Group 2, Census Tract 808, Baltimore city, Maryland",976
1500000US245100901001,245100901001,"Block Group 1, Census Tract 901, Baltimore city, Maryland",1139
1500000US245100901002,245100901002,"Block Group 2, Census Tract 901, Baltimore city, Maryland",687
1500000US245100901003,245100901003,"Block Group 3, Census Tract 901, Baltimore city, Maryland",1074
1500000US245100901004,245100901004,"Block Group 4, Census Tract 901, Baltimore city, Maryland",637
1500000US245100901005,245100901005,"Block Group 5, Census Tract 901, Baltimore city, Maryland",714
1500000US245100902001,245100902001,"Block Group 1, Census Tract 902, Baltimore city, Maryland",1682
1500000US245100902002,245100902002,"Block Group 2, Census Tract 902, Baltimore city, Maryland",1561
1500000US245100903001,245100903001,"Block Group 1, Census Tract 903, Baltimore city, Maryland",548
1500000US245100903002,245100903002,"Block Group 2, Census Tract 903, Baltimore city, Maryland",923
1500000US245100903003,245100903003,"Block Group 3, Census Tract 903, Baltimore city, Maryland",804
1500000US245100903004,245100903004,"Block Group 4, Census Tract 903, Baltimore city, Maryland",1928
1500000US245100904001,245100904001,"Block Group 1, Census Tract 904, Baltimore city, Maryland",1118
1500000US245100904002,245100904002,"Block Group 2, Census Tract 904, Baltimore city, Maryland",468
1500000US245100905001,245100905001,"Block Group 1, Census Tract 905, Baltimore city, Maryland",705
1500000US245100905002,245100905002,"Block Group 2, Census Tract 905, Baltimore city, Maryland",1259
1500000US245100906001,245100906001,"Block Group 1, Census Tract 906, Baltimore city, Maryland",789
1500000US245100906002,245100906002,"Block Group 2, Census Tract 906, Baltimore city, Maryland",1050
1500000US245100906003,245100906003,"Block Group 3, Census Tract 906, Baltimore city, Maryland",591
1500000US245100906004,245100906004,"Block Group 4, Census Tract 906, Baltimore city, Maryland",972
1500000US245100907001,245100907001,"Block Group 1, Census Tract 907, Baltimore city, Maryland",948
1500000US245100907002,245100907002,"Block Group 2, Census Tract 907, Baltimore city, Maryland",605
1500000US245100907003,245100907003,"Block Group 3, Census Tract 907, Baltimore city, Maryland",953
1500000US245100907004,245100907004,"Block Group 4, Census Tract 907, Baltimore city, Maryland",643
1500000US245100908001,245100908001,"Block Group 1, Census Tract 908, Baltimore city, Maryland",520
1500000US245100908002,245100908002,"Block Group 2, Census Tract 908, Baltimore city, Maryland",662
1500000US245100908003,245100908003,"Block Group 3, Census Tract 908, Baltimore city, Maryland",452
1500000US245100908004,245100908004,"Block Group 4, Census Tract 908, Baltimore city, Maryland",1010
1500000US245100908005,245100908005,"Block Group 5, Census Tract 908, Baltimore city, Maryland",429
1500000US245100909001,245100909001,"Block Group 1, Census Tract 909, Baltimore city, Maryland",384
1500000US245100909002,245100909002,"Block Group 2, Census Tract 909, Baltimore city, Maryland",499
1500000US245100909003,245100909003,"Block Group 3, Census Tract 909, Baltimore city, Maryland",627
1500000US245100909004,245100909004,"Block Group 4, Census Tract 909, Baltimore city, Maryland",942
1500000US245101001001,245101001001,"Block Group 1, Census Tract 1001, Baltimore city, Maryland",744
1500000US245101001002,245101001002,"Block Group 2, Census Tract 1001, Baltimore city, Maryland",401
1500000US245101001003,245101001003,"Block Group 3, Census Tract 1001, Baltimore city, Maryland",370
1500000US245101001004,245101001004,"Block Group 4, Census Tract 1001, Baltimore city, Maryland",611
1500000US245101002001,245101002001,"Block Group 1, Census Tract 1002, Baltimore city, Maryland",768
1500000US245101002002,245101002002,"Block Group 2, Census Tract 1002, Baltimore city, Maryland",1416
1500000US245101002003,245101002003,"Block Group 3, Census Tract 1002, Baltimore city, Maryland",583
1500000US245101003001,245101003001,"Block Group 1, Census Tract 1003, Baltimore city, Maryland",5237
1500000US245101101001,245101101001,"Block Group 1, Census Tract 1101, Baltimore city, Maryland",2012
1500000US245101101002,245101101002,"Block Group 2, Census Tract 1101, Baltimore city, Maryland",1211
1500000US245101102001,245101102001,"Block Group 1, Census Tract 1102, Baltimore city, Maryland",1884
1500000US245101102002,245101102002,"Block Group 2, Census Tract 1102, Baltimore city, Maryland",1551
1500000US245101102003,245101102003,"Block Group 3, Census Tract 1102, Baltimore city, Maryland",1637
1500000US245101201001,245101201001,"Block Group 1, Census Tract 1201, Baltimore city, Maryland",1377
1500000US245101201002,245101201002,"Block Group 2, Census Tract 1201, Baltimore city, Maryland",804
1500000US245101201003,245101201003,"Block Group 3, Census Tract 1201, Baltimore city, Maryland",1149
1500000US245101201004,245101201004,"Block Group 4, Census Tract 1201, Baltimore city, Maryland",1460
1500000US245101202011,245101202011,"Block Group 1, Census Tract 1202.01, Baltimore city, Maryland",1144
1500000US245101202012,245101202012,"Block Group 2, Census Tract 1202.01, Baltimore city, Maryland",889
1500000US245101202021,245101202021,"Block Group 1, Census Tract 1202.02, Baltimore city, Maryland",651
1500000US245101202022,245101202022,"Block Group 2, Census Tract 1202.02, Baltimore city, Maryland",760
