GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008
1500000US245100805002,245100805002,"Block Group 2, Census Tract 805, Baltimore city, Maryland",215,49,42,48,28,25,13,10
1500000US245100805003,245100805003,"Block Group 3, Census Tract 805, Baltimore city, Maryland",165,40,36,36,24,13,8,8
1500000US245100806001,245100806001,"Block Group 1, Census Tract 806, Baltimore city, Maryland",256,79,65,44,28,22,6,12
1500000US245100806002,245100806002,"Block Group 2, Census Tract 806, Baltimore city, Maryland",211,85,53,19,24,13,10,7
1500000US245100806003,245100806003,"Block Group 3, Census Tract 806, Baltimore city, Maryland",153,34,29,46,23,10,6,5
1500000US245100806004,245100806004,"Block Group 4, Census Tract 806, Baltimore city, Maryland",267,71,70,45,28,28,14,11
1500000US245100807001,245100807001,"Block Group 1, Census Tract 807, Baltimore city, Maryland",205,50,60,38,25,14,11,7
1500000US245100807002,245100807002,"Block Group 2, Census Tract 807, Baltimore city, Maryland",177,43,31,37,25,18,11,12
1500000US245100808001,245100808001,"Block Group 1, Census Tract 808, Baltimore city, Maryland",115,40,20,23,16,9,3,4
1500000US245100808002,245100808002,"Block Group 2, Census Tract 808, Baltimore city, Maryland",361,107,85,67,47,39,6,10
1500000US245100901001,245100901001,"Block Group 1, Census Tract 901, Baltimore city, Maryland",417,117,109,89,51,24,8,19
1500000US245100901002,245100901002,"Block Group 2, Census Tract 901, Baltimore city, Maryland",273,75,93,44,31,20,5,5
1500000US245100901003,245100901003,"Block Group 3, Census Tract 901, Baltimore city, Maryland",419,129,118,75,55,23,11,8
1500000US245100901004,245100901004,"Block Group 4, Census Tract 901, Baltimore city, Maryland",306,159,66,31,21,17,7,5
1500000US245100901005,245100901005,"Block Group 5, Census Tract 901, Baltimore city, Maryland",257,72,71,39,38,17,11,9
1500000US245100902001,245100902001,"Block Group 1, Census Tract 902, Baltimore city, Maryland",595,172,178,110,73,41,14,7
1500000US245100902002,245100902002,"Block Group 2, Census Tract 902, Baltimore city, Maryland",593,152,179,109,92,37,14,10
1500000US245100903001,245100903001,"Block Group 1, Census Tract 903, Baltimore city, Maryland",239,81,70,50,24,8,3,3
1500000US245100903002,245100903002,"Block Group 2, Census Tract 903, Baltimore city, Maryland",542,356,94,38,23,18,8,5
1500000US245100903003,245100903003,"Block Group 3, Census Tract 903, Baltimore city, Maryland",375,136,138,53,29,7,6,6
1500000US245100903004,245100903004,"Block Group 4, Census Tract 903, Baltimore city, Maryland",739,200,223,133,100,43,24,16
1500000US245100904001,245100904001,"Block Group 1, Census Tract 904, Baltimore city, Maryland",459,168,115,64,65,31,7,9
1500000US245100904002,245100904002,"Block Group 2, Census Tract 904, Baltimore city, Maryland",213,96,45,36,18,11,4,3
1500000US245100905001,245100905001,"Block Group 1, Census Tract 905, Baltimore city, Maryland",247,61,78,47,29,15,11,6
1500000US245100905002,245100905002,"Block Group 2, Census Tract 905, Baltimore city, Maryland",465,155,123,75,48,28,18,18
1500000US245100906001,245100906001,"Block Group 1, Census Tract 906, Baltimore city, Maryland",254,62,72,41,26,15,17,21
1500000US245100906002,245100906002,"Block Group 2, Census Tract 906, Baltimore city, Maryland",322,62,70,71,43,34,24,18
1500000US245100906003,245100906003,"Block Group 3, Census Tract 906, Baltimore city, Maryland",194,36,54,40,27,20,13,4
1500000US245100906004,245100906004,"Block Group 4, Census Tract 906, Baltimore city, Maryland",306,53,96,44,52,28,15,18
1500000US245100907001,245100907001,"Block Group 1, Census Tract 907, Baltimore city, Maryland",305,61,78,57,51,25,17,16
1500000US245100907002,245100907002,"Block Group 2, Census Tract 907, Baltimore city, Maryland",204,47,49,39,32,17,10,10
1500000US245100907003,245100907003,"Block Group 3, Census Tract 907, Baltimore city, Maryland",359,116,100,51,36,29,13,14
1500000US245100907004,245100907004,"Block Group 4, Census Tract 907, Baltimore city, Maryland",235,62,65,49,23,21,7,8
1500000US245100908001,245100908001,"Block Group 1, Census Tract 908, Baltimore city, Maryland",173,35,44,40,18,22,6,8
1500000US245100908002,245100908002,"Block Group 2, Census Tract 908, Baltimore city, Maryland",233,55,61,50,28,25,6,8
1500000US245100908003,245100908003,"Block Group 3, Census Tract 908, Baltimore city, Maryland",158,41,40,31,19,16,5,6
1500000US245100908004,245100908004,"Block Group 4, Census Tract 908, Baltimore city, Maryland",332,84,78,54,44,36,23,13
1500000US245100908005,245100908005,"Block Group 5, Census Tract 908, Baltimore city, Maryland",137,45,30,15,17,7,7,16
1500000US245100909001,245100909001,"Block Group 1, Census Tract 909, Baltimore city, Maryland",136,30,41,31,16,7,5,6
1500000US245100909002,245100909002,"Block Group 2, Census Tract 909, Baltimore city, Maryland",197,81,44,23,19,15,4,11
1500000US245100909003,245100909003,"Block Group 3, Census Tract 909, Baltimore city, Maryland",227,72,45,46,25,22,11,6
1500000US245100909004,245100909004,"Block Group 4, Census Tract 909, Baltimore city, Maryland",417,186,91,66,29,27,11,7
1500000US245101001001,245101001001,"Block Group 1, Census Tract 1001, Baltimore city, Maryland",251,52,76,45,34,17,15,12
1500000US245101001002,245101001002,"Block Group 2, Census Tract 1001, Baltimore city, Maryland",259,180,50,17,3,3,3,3
1500000US245101001003,245101001003,"Block Group 3, Census Tract 1001, Baltimore city, Maryland",142,36,38,33,21,9,5,0
1500000US245101001004,245101001004,"Block Group 4, Census Tract 1001, Baltimore city, Maryland",217,48,72,36,28,22,3,8
1500000US245101002001,245101002001,"Block Group 1, Census Tract 1002, Baltimore city, Maryland",373,229,45,37,22,20,8,12
1500000US245101002002,245101002002,"Block Group 2, Census Tract 1002, Baltimore city, Maryland",583,205,148,109,61,35,16,9
1500000US245101002003,245101002003,"Block Group 3, Census Tract 1002, Baltimore city, Maryland",233,76,60,38,33,18,5,3
1500000US245101003001,245101003001,"Block Group 1, Census Tract 1003, Baltimore city, Maryland",0,0,0,0,0,0,0,0
1500000US245101101001,245101101001,"Block Group 1, Census Tract 1101, Baltimore city, Maryland",1273,816,368,58,22,5,3,1
1500000US245101101002,245101101002,"Block Group 2, Census Tract 1101, Baltimore city, Maryland",854,569,232,39,10,3,1,0
1500000US245101102001,245101102001,"Block Group 1, Census Tract 1102, Baltimore city, Maryland",1326,854,406,48,16,2,0,0
1500000US245101102002,245101102002,"Block Group 2, Census Tract 1102, Baltimore city, Maryland",1058,822,204,24,5,1,1,1
1500000US245101102003,245101102003,"Block Group 3, Census Tract 1102, Baltimore city, Maryland",1190,850,279,37,19,5,0,0
1500000US245101201001,245101201001,"Block Group 1, Census Tract 1201, Baltimore city, Maryland",576,137,250,76,71,28,12,2
1500000US245101201002,245101201002,"Block Group 2, Census Tract 1201, Baltimore city, Maryland",513,290,172,35,15,1,0,0
1500000US245101201003,245101201003,"Block Group 3, Census Tract 1201, Baltimore city, Maryland",675,354,219,61,33,6,2,0
1500000US245101201004,245101201004,"Block Group 4, Census Tract 1201, Baltimore city, Maryland",972,595,288,67,22,0,0,0
1500000US245101202011,245101202011,"Block Group 1, Census Tract 1202.01, Baltimore city, Maryland",505,170,183,54,59,28,8,3
1500000US245101202012,245101202012,"Block Group 2, Census Tract 1202.01, Baltimore city, Maryland",440,184,133,82,26,8,4,3
1500000US245101202021,245101202021,"Block Group 1, Census Tract 1202.02, Baltimore city, Maryland",0,0,0,0,0,0,0,0
1500000US245101202022,245101202022,"Block Group 2, Census Tract 1202.02, Baltimore city, Maryland",457,324,104,26,3,0,0,0
1500000US245101202023,245101202023,"Block Group 3, Census Tract 1202.02, Baltimore city, Maryland",312,157,103,44,8,0,0,0
1500000US245101202024,245101202024,"Block Group 4, Census Tract 1202.02, Baltimore city, Maryland",807,410,254,77,36,16,9,5
1500000US245101202025,245101202025,"Block Group 5, Census Tract 1202.02, Baltimore city, Maryland",681,442,182,47,4,2,2,2
1500000US245101203001,245101203001,"Block Group 1, Census Tract 1203, Baltimore city, Maryland",399,170,123,45,34,10,9,8
1500000US245101203002,245101203002,"Block Group 2, Census Tract 1203, Baltimore city, Maryland",323,111,100,50,31,12,13,6
1500000US245101203003,245101203003,"Block Group 3, Census Tract 1203, Baltimore city, Maryland",301,114,67,49,38,18,8,7
1500000US245101203004,245101203004,"Block Group 4, Census Tract 1203, Baltimore city, Maryland",578,328,144,47,38,12,4,5
1500000US245101204001,245101204001,"Block Group 1, Census Tract 1204, Baltimore city, Maryland",206,71,39,41,22,14,11,8
1500000US245101204002,245101204002,"Block Group 2, Census Tract 1204, Baltimore city, Maryland",327,128,97,42,25,20,9,6
1500000US245101205001,245101205001,"Block Group 1, Census Tract 1205, Baltimore city, Maryland",319,162,83,37,21,13,1,2
1500000US245101205002,245101205002,"Block Group 2, Census Tract 1205, Baltimore city, Maryland",469,204,119,61,36,22,14,13
1500000US245101206001,245101206001,"Block Group 1, Census Tract 1206, Baltimore city, Maryland",500,359,89,25,10,10,4,3
1500000US245101206002,245101206002,"Block Group 2, Census Tract 1206, Baltimore city, Maryland",618,303,215,61,21,8,6,4
1500000US245101206003,245101206003,"Block Group 3, Census Tract 1206, Baltimore city, Maryland",586,468,85,17,11,3,1,1
1500000US245101207001,245101207001,"Block Group 1, Census Tract 1207, Baltimore city, Maryland",361,118,129,73,27,9,3,2
1500000US245101207002,245101207002,"Block Group 2, Census Tract 1207, Baltimore city, Maryland",406,171,104,61,39,16,12,3
1500000US245101207003,245101207003,"Block Group 3, Census Tract 1207, Baltimore city, Maryland",314,96,96,53,35,17,3,14
1500000US245101301001,245101301001,"Block Group 1, Census Tract 1301, Baltimore city, Maryland",225,101,74,27,14,3,5,1
1500000US245101301002,245101301002,"Block Group 2, Census Tract 1301, Baltimore city, Maryland",425,294,76,23,15,6,4,7
1500000US245101301003,245101301003,"Block Group 3, Census Tract 1301, Baltimore city, Maryland",431,204,115,55,35,7,6,9
1500000US245101301004,245101301004,"Block Group 4, Census Tract 1301, Baltimore city, Maryland",324,186,67,33,25,8,3,2
1500000US245101302001,245101302001,"Block Group 1, Census Tract 1302, Baltimore city, Maryland",314,155,94,32,17,8,5,3
1500000US245101302002,245101302002,"Block Group 2, Census Tract 1302, Baltimore city, Maryland",330,79,71,76,43,31,17,13
1500000US245101302003,245101302003,"Block Group 3, Census Tract 1302, Baltimore city, Maryland",281,107,81,51,23,10,6,3
1500000US245101302004,245101302004,"Block Group 4, Census Tract 1302, Baltimore city, Maryland",234,81,65,34,32,8,8,6
1500000US245101303001,245101303001,"Block Group 1, Census Tract 1303, Baltimore city, Maryland",337,144,93,48,29,10,4,9
1500000US245101303002,245101303002,"Block Group 2, Census Tract 1303, Baltimore city, Maryland",225,61,49,37,32,21,12,13
1500000US245101303003,245101303003,"Block Group 3, Census Tract 1303, Baltimore city, Maryland",354,149,83,47,30,22,14,9
1500000US245101304001,245101304001,"Block Group 1, Census Tract 1304, Baltimore city, Maryland",201,77,49,33,19,11,3,9
1500000US245101304002,245101304002,"Block Group 2, Census Tract 1304, Baltimore city, Maryland",303,78,76,51,37,28,14,19
1500000US245101304003,245101304003,"Block Group 3, Census Tract 1304, Baltimore city, Maryland",264,120,70,31,21,9,3,10
1500000US245101306001,245101306001,"Block Group 1, Census Tract 1306, Baltimore city, Maryland",465,163,187,72,27,10,2,4
1500000US245101306002,245101306002,"Block Group 2, Census Tract 1306, Baltimore city, Maryland",441,183,156,61,30,9,1,1
1500000US245101306003,245101306003,"Block Group 3, Census Tract 1306, Baltimore city, Maryland",390,136,140,65,26,14,5,4
1500000US245101306004,245101306004,"Block Group 4, Census Tract 1306, Baltimore city, Maryland",439,158,184,49,28,8,7,5
1500000US245101307001,245101307001,"Block Group 1, Census Tract 1307, Baltimore city, Maryland",377,258,83,16,5,6,1,8
1500000US245101307002,245101307002,"Block Group 2, Census Tract 1307, Baltimore city, Maryland",460,205,150,73,25,7,0,0
1500000US245101307003,245101307003,"Block Group 3, Census Tract 1307, Baltimore city, Maryland",323,135,124,38,15,9,0,2
1500000US245101307004,245101307004,"Block Group 4, Census Tract 1307, Baltimore city, Maryland",388,223,93,41,24,4,1,2
1500000US245101307005,245101307005,"Block Group 5, Census Tract 1307, Baltimore city, Maryland",563,223,207,81,35,11,2,4
1500000US245101307006,245101307006,"Block Group 6, Census Tract 1307, Baltimore city, Maryland",509,283,136,50,26,9,3,2
1500000US245101308031,245101308031,"Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",321,150,104,35,24,4,2,2
1500000US245101308032,245101308032,"Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",555,225,170,93,38,16,9,4
1500000US245101308033,245101308033,"Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",451,152,162,79,35,13,8,2
1500000US245101308041,245101308041,"Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",412,137,155,70,33,8,5,4
1500000US245101308042,245101308042,"Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",486,173,166,80,31,26,5,5
1500000US245101308051,245101308051,"Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",590,376,109,57,29,13,4,2
1500000US245101308061,245101308061,"Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",628,250,242,75,33,16,4,8
1500000US245101401001,245101401001,"Block Group 1, Census Tract 1401, Baltimore city, Maryland",636,321,196,76,32,5,3,3
1500000US245101401002,245101401002,"Block Group 2, Census Tract 1401, Baltimore city, Maryland",555,359,153,17,19,5,1,1
1500000US245101401003,245101401003,"Block Group 3, Census Tract 1401, Baltimore city, Maryland",581,374,119,50,27,8,3,0
1500000US245101401004,245101401004,"Block Group 4, Census Tract 1401, Baltimore city, Maryland",817,462,239,57,37,13,5,4
1500000US245101402001,245101402001,"Block Group 1, Census Tract 1402, Baltimore city, Maryland",280,83,89,54,32,16,3,3
1500000US245101402002,245101402002,"Block Group 2, Census Tract 1402, Baltimore city, Maryland",366,128,105,57,35,23,9,9
1500000US245101402003,245101402003,"Block Group 3, Census Tract 1402, Baltimore city, Maryland",153,29,17,30,30,22,15,10
1500000US245101402004,245101402004,"Block Group 4, Census Tract 1402, Baltimore city, Maryland",218,35,63,52,29,15,13,11
1500000US245101403001,245101403001,"Block Group 1, Census Tract 1403, Baltimore city, Maryland",259,125,55,30,24,16,3,6
1500000US245101403002,245101403002,"Block Group 2, Census Tract 1403, Baltimore city, Maryland",153,41,39,30,16,10,11,6
1500000US245101403003,245101403003,"Block Group 3, Census Tract 1403, Baltimore city, Maryland",296,112,100,36,27,12,3,6
1500000US245101403004,245101403004,"Block Group 4, Census Tract 1403, Baltimore city, Maryland",233,76,58,37,28,14,6,14
1500000US245101501001,245101501001,"Block Group 1, Census Tract 1501, Baltimore city, Maryland",215,78,49,43,23,7,5,10
1500000US245101501002,245101501002,"Block Group 2, Census Tract 1501, Baltimore city, Maryland",432,122,118,72,54,39,14,13
1500000US245101501003,245101501003,"Block Group 3, Census Tract 1501, Baltimore city, Maryland",551,165,150,88,76,37,16,19
1500000US245101502001,245101502001,"Block Group 1, Census Tract 1502, Baltimore city, Maryland",330,90,70,60,39,40,12,19
1500000US245101502002,245101502002,"Block Group 2, Census Tract 1502, Baltimore city, Maryland",285,77,76,55,31,31,5,10
1500000US245101502003,245101502003,"Block Group 3, Census Tract 1502, Baltimore city, Maryland",349,103,100,56,46,22,9,13
1500000US245101503001,245101503001,"Block Group 1, Census Tract 1503, Baltimore city, Maryland",266,65,59,42,39,29,14,18
1500000US245101503002,245101503002,"Block Group 2, Census Tract 1503, Baltimore city, Maryland",271,67,88,36,32,20,13,15
1500000US245101503003,245101503003,"Block Group 3, Census Tract 1503, Baltimore city, Maryland",294,75,70,57,33,33,16,10
1500000US245101504001,245101504001,"Block Group 1, Census Tract 1504, Baltimore city, Maryland",302,133,71,38,28,11,10,11
1500000US245101504002,245101504002,"Block Group 2, Census Tract 1504, Baltimore city, Maryland",359,95,88,72,38,34,14,18
1500000US245101504003,245101504003,"Block Group 3, Census Tract 1504, Baltimore city, Maryland",556,215,121,87,64,36,19,14
1500000US245101505001,245101505001,"Block Group 1, Census Tract 1505, Baltimore city, Maryland",387,177,96,60,30,17,3,4
1500000US245101505002,245101505002,"Block Group 2, Census Tract 1505, Baltimore city, Maryland",292,92,81,54,33,15,8,9
1500000US245101506001,245101506001,"Block Group 1, Census Tract 1506, Baltimore city, Maryland",290,124,58,34,20,27,9,18
1500000US245101506002,245101506002,"Block Group 2, Census Tract 1506, Baltimore city, Maryland",219,55,48,37,33,22,14,10
1500000US245101506003,245101506003,"Block Group 3, Census Tract 1506, Baltimore city, Maryland",216,56,46,37,31,19,14,13
1500000US245101506004,245101506004,"Block Group 4, Census Tract 1506, Baltimore city, Maryland",153,55,28,32,16,10,4,8
1500000US245101506005,245101506005,"Block Group 5, Census Tract 1506, Baltimore city, Maryland",326,94,94,58,34,24,6,16
1500000US245101507011,245101507011,"Block Group 1, Census Tract 1507.01, Baltimore city, Maryland",222,67,63,34,31,10,11,6
1500000US245101507012,245101507012,"Block Group 2, Census Tract 1507.01, Baltimore city, Maryland",205,61,57,31,23,17,8,8
1500000US245101507013,245101507013,"Block Group 3, Census Tract 1507.01, Baltimore city, Maryland",218,69,60,36,27,16,7,3
1500000US245101507021,245101507021,"Block Group 1, Census Tract 1507.02, Baltimore city, Maryland",424,139,131,85,33,24,8,4
1500000US245101507022,245101507022,"Block Group 2, Census Tract 1507.02, Baltimore city, Maryland",292,91,72,45,41,20,11,12
1500000US245101507023,245101507023,"Block Group 3, Census Tract 1507.02, Baltimore city, Maryland",209,67,51,43,17,16,7,8
1500000US245101508001,245101508001,"Block Group 1, Census Tract 1508, Baltimore city, Maryland",331,126,99,46,23,17,10,10
1500000US245101508002,245101508002,"Block Group 2, Census Tract 1508, Baltimore city, Maryland",326,136,79,53,27,15,6,10
1500000US245101508003,245101508003,"Block Group 3, Census Tract 1508, Baltimore city, Maryland",406,156,119,54,36,15,14,12
1500000US245101508004,245101508004,"Block Group 4, Census Tract 1508, Baltimore city, Maryland",182,47,41,37,18,15,8,16
1500000US245101508005,245101508005,"Block Group 5, Census Tract 1508, Baltimore city, Maryland",200,56,60,46,20,13,0,5
1500000US245101508006,245101508006,"Block Group 6, Census Tract 1508, Baltimore city, Maryland",241,82,73,41,24,11,5,5
1500000US245101509001,245101509001,"Block Group 1, Census Tract 1509, Baltimore city, Maryland",383,106,109,71,46,29,12,10
1500000US245101509002,245101509002,"Block Group 2, Census Tract 1509, Baltimore city, Maryland",354,97,97,76,46,22,9,7
1500000US245101509003,245101509003,"Block Group 3, Census Tract 1509, Baltimore city, Maryland",201,63,45,42,27,13,5,6
1500000US245101509004,245101509004,"Block Group 4, Census Tract 1509, Baltimore city, Maryland",339,117,96,45,35,25,9,12
1500000US245101510001,245101510001,"Block Group 1, Census Tract 1510, Baltimore city, Maryland",233,73,61,49,31,8,5,6
1500000US245101510002,245101510002,"Block Group 2, Census Tract 1510, Baltimore city, Maryland",414,86,135,75,53,26,15,24
1500000US245101510003,245101510003,"Block Group 3, Census Tract 1510, Baltimore city, Maryland",196,70,47,29,20,11,9,10
1500000US245101510004,245101510004,"Block Group 4, Census Tract 1510, Baltimore city, Maryland",155,55,37,25,17,13,3,5
1500000US245101510005,245101510005,"Block Group 5, Census Tract 1510, Baltimore city, Maryland",403,125,106,69,42,29,12,20
1500000US245101510006,245101510006,"Block Group 6, Census Tract 1510, Baltimore city, Maryland",224,54,59,44,28,16,10,13
