GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US245100101001,245100101001,"Block Group 1, Census Tract 101, Baltimore city, Maryland",1176,200
1500000US245100101002,245100101002,"Block Group 2, Census Tract 101, Baltimore city, Maryland",886,155
1500000US245100101003,245100101003,"Block Group 3, Census Tract 101, Baltimore city, Maryland",977,281
1500000US245100102001,245100102001,"Block Group 1, Census Tract 102, Baltimore city, Maryland",1111,420
1500000US245100102002,245100102002,"Block Group 2, Census Tract 102, Baltimore city, Maryland",680,192
1500000US245100102003,245100102003,"Block Group 3, Census Tract 102, Baltimore city, Maryland",983,253
1500000US245100102004,245100102004,"Block Group 4, Census Tract 102, Baltimore city, Maryland",518,298
1500000US245100103001,245100103001,"Block Group 1, Census Tract 103, Baltimore city, Maryland",1099,256
1500000US245100103002,245100103002,"Block Group 2, Census Tract 103, Baltimore city, Maryland",1455,233
1500000US245100104001,245100104001,"Block Group 1, Census Tract 104, Baltimore city, Maryland",840,186
1500000US245100104002,245100104002,"Block Group 2, Census Tract 104, Baltimore city, Maryland",1535,233
1500000US245100105001,245100105001,"Block Group 1, Census Tract 105, Baltimore city, Maryland",789,134
1500000US245100105002,245100105002,"Block Group 2, Census Tract 105, Baltimore city, Maryland",906,127
1500000US245100201001,245100201001,"Block Group 1, Census Tract 201, Baltimore city, Maryland",698,136
1500000US245100201002,245100201002,"Block Group 2, Census Tract 201, Baltimore city, Maryland",1255,238
1500000US245100202001,245100202001,"Block Group 1, Census Tract 202, Baltimore city, Maryland",659,149
1500000US245100202002,245100202002,"Block Group 2, Census Tract 202, Baltimore city, Maryland",1277,272
1500000US245100203001,245100203001,"Block Group 1, Census Tract 203, Baltimore city, Maryland",1342,379
1500000US245100203002,245100203002,"Block Group 2, Census Tract 203, Baltimore city, Maryland",975,238
1500000US245100203003,245100203003,"Block Group 3, Census Tract 203, Baltimore city, Maryland",1633,332
1500000US245100301001,245100301001,"Block Group 1, Census Tract 301, Baltimore city, Maryland",2117,502
1500000US245100301002,245100301002,"Block Group 2, Census Tract 301, Baltimore city, Maryland",1223,456
1500000US245100302001,245100302001,"Block Group 1, Census Tract 302, Baltimore city, Maryland",1299,260
1500000US245100302002,245100302002,"Block Group 2, Census Tract 302, Baltimore city, Maryland",1019,203
1500000US245100401001,245100401001,"Block Group 1, Census Tract 401, Baltimore city, Maryland",1615,364
1500000US245100401002,245100401002,"Block Group 2, Census Tract 401, Baltimore city, Maryland",1888,311
1500000US245100402001,245100402001,"Block Group 1, Census Tract 402, Baltimore city, Maryland",886,171
1500000US245100601001,245100601001,"Block Group 1, Census Tract 601, Baltimore city, Maryland",619,252
1500000US245100601002,245100601002,"Block Group 2, Census Tract 601, Baltimore city, Maryland",902,254
1500000US245100601003,245100601003,"Block Group 3, Census Tract 601, Baltimore city, Maryland",726,231
1500000US245100601004,245100601004,"Block Group 4, Census Tract 601, Baltimore city, Maryland",610,280
1500000US245100602001,245100602001,"Block Group 1, Census Tract 602, Baltimore city, Maryland",169,102
1500000US245100602002,245100602002,"Block Group 2, Census Tract 602, Baltimore city, Maryland",642,282
1500000US245100602003,245100602003,"Block Group 3, Census Tract 602, Baltimore city, Maryland",637,216
1500000US245100602004,245100602004,"Block Group 4, Census Tract 602, Baltimore city, Maryland",827,326
1500000US245100602005,245100602005,"Block Group 5, Census Tract 602, Baltimore city, Maryland",1040,504
1500000US245100603001,245100603001,"Block Group 1, Census Tract 603, Baltimore city, Maryland",786,182
1500000US245100603002,245100603002,"Block Group 2, Census Tract 603, Baltimore city, Maryland",1013,153
1500000US245100604001,245100604001,"Block Group 1, Census Tract 604, Baltimore city, Maryland",702,247
1500000US245100604002,245100604002,"Block Group 2, Census Tract 604, Baltimore city, Maryland",707,178
